ID,Prioridade,Score PFC,Semáforo,Empresa/Grupo,Instituto/Fundação/Programa,Setor,Subsetor,Tipo de oportunidade,Modalidade de apoio,Valor mín. estimado,Valor máx. estimado,Valor alvo PFC,Status,Chance (%),Presença em municípios PFC,Municípios/Região estratégica,Cidade-sede/Unidade estratégica,UF,Público-alvo,Encaixe com PFC,Proposta PFC recomendada,Próxima ação,Responsável,Edital/Programa,Janela provável,Fonte/URL,Contato sugerido,E-mail/Canal,LinkedIn/Instagram,Observações,Chave de ranking (auxiliar - não excluir),Fonte verificada
52,B,59,🔴,Kalunga,Kalunga,Material escolar/varejo,Educação,Doação/desconto,Materiais + descontos,8000,50000,29000,Prospectar,54,Sim,SP/Brasil,São Paulo,SP,Estudantes,Material escolar e escritório,Cartão/kit PFC de material escolar,Contato marketing/lojas regionais,Fábio,Doação/desconto,Volta às aulas,https://www.kalunga.com.br/,Marketing/SAC,Site,LinkedIn Kalunga,Boa para apoio prático.,59054948,Verificada
53,B,55,🔴,Decathlon Brasil,Decathlon/ESG,Varejo esportivo,Esporte/saúde,Doação/oficinas,Produtos + oficinas,8000,50000,29000,Prospectar,50,Sim,Sorocaba/SP,São Paulo,SP,Jovens,"Saúde, esporte, bem-estar e permanência",PFC Corpo e Mente: esporte e saúde mental,Propor oficinas e apoio a eventos,Fábio,ESG/esporte,Contínuo,https://www.decathlon.com.br/,ESG/loja local,Site,LinkedIn Decathlon,Complementar ao eixo saúde mental.,55050947,Verificada
54,B,57,🔴,Localiza,Instituto Localiza,Mobilidade,Juventude/educação,Edital/parceria,Financeiro + logística,20000,100000,60000,Monitorar,52,Sim,SP/Brasil,Belo Horizonte,MG,Jovens,"Mobilidade social, educação e carreira",PFC Mobilidade Social: transporte para eventos e visitas,Monitorar instituto e editais,Fábio,Investimento social privado,Anual/monitorar,https://www.localiza.com/brasil/pt-br/sobre-a-localiza/instituto-localiza,Instituto,Site,LinkedIn Localiza,Pode apoiar logística de eventos.,57052946,Verificada
55,B,58,🔴,Porto Seguro,Porto/ESG,Seguros,Educação/comunidade,Parceria/patrocínio,Financeiro + voluntariado,20000,100000,60000,Prospectar,53,Sim,SP/Brasil,São Paulo,SP,Jovens,"Educação financeira, carreira, cidadania",PFC Educação Financeira e Projeto de Vida,Contato via ESG/voluntariado,Fábio,ESG/voluntariado,Contínuo,https://www.portoseguro.com.br/,ESG,Site,LinkedIn Porto,Boa para educação financeira.,58053945,Verificada
56,B,63,🔴,Raízen,Fundação Raízen/ESG,Energia/agro,Educação territorial,Parceria/patrocínio,Financeiro + mentoria,30000,150000,90000,Prospectar,58,Possível,Interior SP,Piracicaba/São Paulo,SP,Jovens,"Educação, energia, sustentabilidade, agro",PFC Energia e Agrociência para escolas públicas,Mapear territórios da empresa próximos ao PFC,Fábio,ESG/fundação,Contínuo,https://www.raizen.com.br/,ESG/Fundação,Site,LinkedIn Raízen,Aderência com interior paulista.,63058944,Verificada
57,B,64,🔴,Bayer Brasil,Bayer/ESG,Agro/farma,Ciência/educação,Parceria/patrocínio,Mentoria + financeiro,30000,150000,90000,Prospectar,59,Possível,Interior SP/agro,São Paulo,SP,Jovens,"Ciência, saúde, agro, pesquisa",PFC Jovens Cientistas em Biociências e Agro,Propor mentoria científica e oficinas,Fábio,ESG/ciência,Contínuo,https://www.bayer.com.br/,ESG/Comunicação,Site,LinkedIn Bayer Brasil,Boa para ciência e biologia.,64059943,Verificada
58,B,60,🔴,Syngenta Brasil,Fundação/ESG Syngenta,Agronegócio,Educação/agrociência,Parceria,Mentoria + financeiro,20000,120000,70000,Prospectar,55,Possível,Interior SP/agro,São Paulo,SP,Jovens,"Agrociência, sustentabilidade, ODS",PFC Agrociência e Sustentabilidade,Contato ESG e programas educacionais,Fábio,ESG/agro,Contínuo,https://www.syngenta.com.br/,ESG/Comunicação,Site,LinkedIn Syngenta,Boa se conectado a municípios agrícolas.,60055942,Verificada
59,B,59,🔴,Cargill Brasil,Instituto/ESG Cargill,Agronegócio/alimentos,Educação/comunidade,Parceria/patrocínio,Financeiro,20000,120000,70000,Prospectar,54,Possível,Interior SP/agro,São Paulo,SP,Comunidades,"Educação, nutrição, sustentabilidade","PFC Ciência, Alimentação e Sustentabilidade",Mapear territórios e editais,Fábio,ESG/comunidade,Contínuo,https://www.cargill.com.br/,ESG,Site,LinkedIn Cargill,Aderência por ODS.,59054941,Verificada
60,B,58,🔴,Bunge Brasil,Fundação/ESG Bunge,Agronegócio/alimentos,Educação/sustentabilidade,Parceria/patrocínio,Financeiro,20000,120000,70000,Prospectar,53,Possível,Interior SP/agro,São Paulo,SP,Comunidades,"Educação, sustentabilidade, alimentação",PFC Jovens Cientistas da Sustentabilidade,Monitorar fundação/editais,Fábio,ESG/fundação,Contínuo,https://www.bunge.com.br/,ESG/Fundação,Site,LinkedIn Bunge,Foco territorial.,58053940,Verificada
61,A,77,🟡,Fundação Lemann,Fundação Lemann,Educação,Liderança/educação pública,Parceria técnica,Formação + rede,0,200000,100000,Mapear,69,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,77069939,Não verificada
62,A,70,🟡,Todos Pela Educação,Todos Pela Educação,Educação,Advocacy/evidências,Parceria técnica,Rede + visibilidade,0,100000,50000,Mapear,62,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,70062938,Não verificada
63,A,74,🟡,Instituto Ayrton Senna,Instituto Ayrton Senna,Educação,Competências socioemocionais,Parceria técnica,Metodologia + formação,0,150000,75000,Mapear,66,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,74066937,Não verificada
64,A,66,🟡,Instituto Alana,Instituto Alana,Educação/direitos,Infância/adolescência,Parceria/editais,Visibilidade + técnica,0,100000,50000,Mapear,58,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,66058936,Não verificada
65,A,70,🟡,Instituto Votorantim,Instituto Votorantim,Indústria/investimento social,Educação/território,Edital/parceria,Financeiro,30000,200000,115000,Mapear,62,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,70062935,Não verificada
66,A,66,🟡,Votorantim Cimentos,Instituto Votorantim,Indústria,Comunidade/educação,Patrocínio local,Financeiro,20000,150000,85000,Mapear,58,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,66058934,Não verificada
67,A,73,🟡,Sorocaba Refrescos,Distribuidora Coca-Cola,Bebidas,Juventude/local,Patrocínio regional,Produtos + financeiro,10000,80000,45000,Mapear,65,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,73065933,Não verificada
68,A,67,🟡,Padaria Real,Responsabilidade social local,Alimentação/varejo,Comunidade local,Patrocínio local,Produtos + financeiro,5000,40000,22000,Mapear,59,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,67059932,Não verificada
69,A,66,🟡,Unimed Sorocaba,Unimed/Institucional,Saúde,Saúde/educação,Parceria local,Palestras + financeiro,10000,80000,45000,Mapear,58,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,66058931,Não verificada
70,A,69,🟡,Sicredi,Instituto Sicredi,Cooperativismo/financeiro,Educação financeira,Parceria,Cursos + financeiro,10000,80000,45000,Mapear,61,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,69061930,Não verificada
71,A,68,🟡,Sicoob,Instituto Sicoob,Cooperativismo/financeiro,Educação financeira,Parceria,Cursos + financeiro,10000,80000,45000,Mapear,60,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,68060929,Não verificada
72,A,71,🟡,CIEE,CIEE,Estágios/educação,Empregabilidade jovem,Parceria,Vagas + cursos,0,50000,25000,Mapear,63,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,71063928,Não verificada
73,A,67,🟡,Fundação Roberto Marinho,FRM,Educação/comunicação,Educação pública,Parceria técnica,Conteúdo + visibilidade,0,150000,75000,Mapear,59,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,67059927,Não verificada
74,B,57,🔴,Grupo Boticário,Fundação Grupo Boticário/Instituto,Cosméticos/varejo,Educação/sustentabilidade,Parceria/patrocínio,Financeiro,20000,120000,70000,Mapear,49,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,57049926,Não verificada
75,B,65,🟡,Natura &Co,Instituto Natura,Cosméticos,Educação/equidade,Parceria/editais,Financeiro,30000,150000,90000,Mapear,57,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,65057925,Não verificada
76,B,61,🔴,L'Oréal Brasil,Fundação/ESG L'Oréal,Cosméticos,Ciência/mulheres,Parceria/patrocínio,Financeiro + mentoria,20000,120000,70000,Mapear,53,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,61053924,Não verificada
77,B,63,🔴,Eurofarma,Instituto Eurofarma,Farmacêutica,Educação/saúde,Parceria,Cursos + financeiro,20000,120000,70000,Mapear,55,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,63055923,Não verificada
78,B,57,🔴,EMS,Instituto/ESG EMS,Farmacêutica,Saúde/educação,Patrocínio,Financeiro,20000,100000,60000,Mapear,49,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,57049922,Não verificada
79,B,56,🔴,Aché Laboratórios,ESG Aché,Farmacêutica,Saúde/educação,Parceria,Palestras + financeiro,10000,80000,45000,Mapear,48,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,56048921,Não verificada
80,B,58,🔴,Drogasil/RD Saúde,Instituto RD,Varejo farmacêutico,Saúde/educação,Parceria,Cursos + financeiro,10000,100000,55000,Mapear,50,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,58050920,Não verificada
81,B,58,🔴,Droga Raia,Instituto RD,Varejo farmacêutico,Saúde/educação,Parceria,Cursos + financeiro,10000,100000,55000,Mapear,50,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,58050919,Não verificada
82,B,60,🔴,Grupo Fleury,Instituto/ESG Fleury,Saúde,Ciência/saúde,Parceria,Mentoria + visitas,10000,80000,45000,Mapear,52,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,60052918,Não verificada
83,B,62,🔴,Albert Einstein,Sociedade Beneficente Israelita Brasileira Albert Einstein,Saúde/educação,Ciência/saúde,Parceria técnica,Mentoria + cursos,0,100000,50000,Mapear,54,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,62054917,Não verificada
84,B,59,🔴,Sírio-Libanês,Responsabilidade social/Ensino,Saúde/educação,Ciência/saúde,Parceria técnica,Mentoria + cursos,0,100000,50000,Mapear,51,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,59051916,Não verificada
85,B,58,🔴,Dasa,Dasa/ESG,Saúde/diagnóstico,Ciência/saúde,Parceria,Mentoria + visitas,10000,80000,45000,Mapear,50,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,58050915,Não verificada
86,B,61,🔴,XP Educação/XP Inc.,XP/Instituto,Financeiro/educação,Educação financeira,Parceria,Cursos + financeiro,10000,100000,55000,Mapear,53,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,61053914,Não verificada
87,B,60,🔴,Nubank,Instituto Nu/ESG,Financeiro/tecnologia,Educação financeira/tech,Parceria,Cursos + mentoria,0,100000,50000,Mapear,52,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,60052913,Não verificada
88,B,56,🔴,PicPay,ESG PicPay,Financeiro/tecnologia,Educação financeira,Parceria,Cursos + mentoria,0,80000,40000,Mapear,48,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,56048912,Não verificada
89,B,59,🔴,Stone,Instituto Stone,Financeiro/tecnologia,Empreendedorismo,Parceria,Mentoria + cursos,0,100000,50000,Mapear,51,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,59051911,Não verificada
90,B,55,🔴,PagBank/PagSeguro,PagBank/ESG,Financeiro/tecnologia,Educação financeira,Parceria,Cursos + mentoria,0,80000,40000,Mapear,47,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,55047910,Não verificada
91,B,66,🟡,XPTO Educação/Alura,Alura,Edtech,Tecnologia/programação,Bolsas/cursos,Bolsas,0,100000,50000,Mapear,58,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,66058909,Não verificada
92,B,67,🟡,Descomplica,Descomplica,Edtech,ENEM/vestibular,Bolsas,Bolsas,0,100000,50000,Mapear,59,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,67059908,Não verificada
93,B,64,🔴,Khan Academy Brasil,Khan Academy,Edtech,Matemática/ciências,Parceria de conteúdo,Conteúdo gratuito,0,50000,25000,Mapear,56,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,64056907,Não verificada
94,B,61,🔴,Geekie,Geekie,Edtech,Aprendizagem adaptativa,Parceria,Plataforma,0,100000,50000,Mapear,53,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,61053906,Não verificada
95,B,58,🔴,Árvore,Árvore,Edtech/leitura,Leitura,Parceria,Plataforma,0,80000,40000,Mapear,50,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,58050905,Não verificada
96,B,55,🔴,Estante Mágica,Estante Mágica,Edtech/literatura,Leitura/autoria,Parceria,Projetos,0,50000,25000,Mapear,47,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,55047904,Não verificada
97,B,59,🔴,Pearson Brasil,Pearson,Educação/editora,Inglês/educação,Bolsas/cursos,Cursos,0,100000,50000,Mapear,51,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,59051903,Não verificada
98,B,57,🔴,Cambridge University Press Brasil,Cambridge,Educação/editora,Inglês/certificação,Bolsas,Livros/cursos,0,80000,40000,Mapear,49,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,57049902,Não verificada
99,B,55,🔴,Oxford University Press Brasil,Oxford,Educação/editora,Inglês/livros,Bolsas/doação,Livros,0,80000,40000,Mapear,47,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,55047901,Não verificada
100,B,54,🔴,Saraiva Educação,Saraiva Educação,Educação/editora,Livros/didáticos,Doação,Livros,5000,50000,28000,Mapear,46,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,54046900,Não verificada
101,B,59,🔴,FTD Educação,FTD,Educação/editora,Material didático,Doação/parceria,Livros + materiais,10000,80000,45000,Mapear,51,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,59051899,Não verificada
